Year,Energia iturri berriztagarria,Units,Lurraldea,Eskualdea,Udalerria,GeoCode,Value
2021,Eguzki-energia termikoa,Watt per capita,,,Portugalete,Portugalete,38.64
2022,Eguzki-energia termikoa,Watt per capita,,,Portugalete,Portugalete,38.8
2010,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,152.17
2011,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,158.49
2012,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,161.23
2013,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,165.68
2014,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,244.29
2015,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,269.56
2016,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,268.14
2017,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,269.78
2018,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,274.79
2019,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,400.0
2020,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,402.47
2021,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,387.35
2022,Eguzki-energia termikoa,Watt per capita,,,Errigoiti,Errigoiti,385.83
2010,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,20.63
2019,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,20.66
2020,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,20.83
2021,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,20.83
2022,Eguzki-energia termikoa,Watt per capita,,,Valle de Trápaga-Trapagaran,Valle de Trápaga-Trapagaran,20.85
2010,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,36.53
2011,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,37.14
2012,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,46.32
2013,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,46.68
2014,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,70.65
2015,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,71.1
2016,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,70.85
2017,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,69.92
2018,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,70.5
2019,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,116.04
2020,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,116.47
2021,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,115.61
2022,Eguzki-energia termikoa,Watt per capita,,,Lezama,Lezama,116.82
2010,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,5.08
2011,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,24.28
2012,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,24.37
2013,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,24.63
2014,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,24.82
2015,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,24.97
2016,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,24.96
2017,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,59.34
2018,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,77.98
2019,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,77.55
2020,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,78.03
2021,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,78.6
2022,Eguzki-energia termikoa,Watt per capita,,,Santurtzi,Santurtzi,77.97
2010,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,4.99
2012,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.0
2013,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.0
2014,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.16
2015,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.19
2016,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.03
2017,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.05
2018,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.03
2019,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.05
2020,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.05
2021,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,5.01
2022,Eguzki-energia termikoa,Watt per capita,,,Ortuella,Ortuella,4.96
2010,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,4.63
2020,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,4.68
2021,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,4.66
2022,Eguzki-energia termikoa,Watt per capita,,,Sestao,Sestao,4.61
2010,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,55.01
2011,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,70.41
2012,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,70.17
2013,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,76.86
2014,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,76.31
2015,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,75.16
2016,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,74.57
2017,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,87.89
2018,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,88.67
2019,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,87.14
2020,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,111.8
2021,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,108.9
2022,Eguzki-energia termikoa,Watt per capita,,,Sopela,Sopela,107.15
2010,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,105.94
2011,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,105.57
2012,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,106.35
2013,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,106.89
2014,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,104.49
2015,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,104.57
2016,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,107.14
2017,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,108.68
2018,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,110.61
2019,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,108.68
2020,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,103.88
2021,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,101.53
2022,Eguzki-energia termikoa,Watt per capita,,,Sopuerta,Sopuerta,100.04
2010,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Trucios-Turtzioz,Trucios-Turtzioz,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,449.2
2011,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,449.2
2012,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,461.54
2013,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,464.09
2014,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,456.52
2015,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,466.67
2016,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,442.11
2017,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,442.11
2018,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,474.58
2019,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,466.67
2020,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,497.04
2021,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,491.23
2022,Eguzki-energia termikoa,Watt per capita,,,Ubide,Ubide,461.54
2010,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,25.47
2011,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,34.67
2012,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,33.3
2013,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,32.15
2014,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,31.25
2015,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,30.7
2016,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,30.77
2017,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,54.2
2018,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,52.16
2019,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,96.12
2020,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,87.59
2021,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,84.04
2022,Eguzki-energia termikoa,Watt per capita,,,Urduliz,Urduliz,80.59
2010,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,97.99
2011,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,191.03
2012,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,188.9
2013,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,189.24
2014,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,198.53
2015,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,201.94
2016,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,376.12
2017,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,377.75
2018,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,376.96
2019,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,387.67
2020,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,385.9
2021,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,385.34
2022,Eguzki-energia termikoa,Watt per capita,,,Balmaseda,Balmaseda,386.4
2010,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,19.76
2012,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,45.29
2013,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,65.32
2014,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,170.05
2015,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,170.42
2016,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,162.22
2017,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,264.15
2018,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,287.13
2019,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,293.14
2020,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,295.7
2021,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,295.06
2022,Eguzki-energia termikoa,Watt per capita,,,Atxondo,Atxondo,296.14
2010,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,14.21
2012,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,13.79
2013,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,13.55
2014,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,12.99
2015,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,12.96
2016,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,13.69
2017,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,115.76
2018,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,112.9
2019,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,113.44
2020,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,110.7
2021,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,108.19
2022,Eguzki-energia termikoa,Watt per capita,,,Bedia,Bedia,107.02
2010,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,107.79
2011,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,154.79
2012,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,153.16
2013,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,156.85
2014,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,160.71
2015,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,158.29
2016,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,157.11
2017,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,154.67
2018,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,155.55
2019,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,153.66
2020,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,150.24
2021,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,153.03
2022,Eguzki-energia termikoa,Watt per capita,,,Areatza,Areatza,153.41
2010,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,46.56
2011,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,78.69
2012,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,79.14
2013,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,79.01
2014,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,83.69
2015,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,84.69
2016,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,84.89
2017,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,118.36
2018,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,129.47
2019,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,127.9
2020,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,127.6
2021,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,127.27
2022,Eguzki-energia termikoa,Watt per capita,,,Igorre,Igorre,128.06
2010,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,113.95
2011,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,112.57
2012,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,113.2
2013,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,112.79
2014,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,112.21
2015,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,111.34
2016,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,112.24
2017,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,111.84
2018,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,112.24
2019,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,112.64
2020,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,113.13
2021,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,113.76
2022,Eguzki-energia termikoa,Watt per capita,,,Zaldibar,Zaldibar,114.14
2010,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,17.0
2011,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,36.66
2012,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,121.73
2013,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,123.94
2014,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,160.59
2015,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,161.21
2016,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,160.66
2017,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,160.45
2018,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,160.11
2019,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,160.06
2020,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,163.49
2021,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,165.56
2022,Eguzki-energia termikoa,Watt per capita,,,Zalla,Zalla,165.58
2010,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2011,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2012,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2013,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2014,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2015,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2016,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2017,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2018,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2019,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2020,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2021,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2022,Eguzki-energia termikoa,Watt per capita,,,Zaratamo,Zaratamo,0.0
2010,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,401.23
2011,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,390.05
2012,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,377.59
2013,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,371.05
2014,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,366.86
2015,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,360.02
2016,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,369.29
2017,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,377.58
2018,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,432.64
2019,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,441.16
2020,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,426.29
2021,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,424.0
2022,Eguzki-energia termikoa,Watt per capita,,,Derio,Derio,409.79
2010,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,219.07
2011,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,218.88
2012,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,218.13
2013,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,222.98
2014,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,224.0
2015,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,224.41
2016,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,222.92
2017,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,221.96
2018,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,231.92
2019,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,251.26
2020,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,262.83
2021,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,263.22
2022,Eguzki-energia termikoa,Watt per capita,,,Erandio,Erandio,263.84
2010,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,168.05
2011,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,167.77
2012,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,169.03
2013,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,176.67
2014,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,175.38
2015,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,178.0
2016,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,176.52
2017,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,173.8
2018,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,172.4
2019,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,175.68
2020,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,179.73
2021,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,183.62
2022,Eguzki-energia termikoa,Watt per capita,,,Loiu,Loiu,185.14
2010,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,406.72
2011,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,405.64
2012,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,406.18
2013,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,403.58
2014,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,407.66
2015,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,409.4
2016,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,409.28
2017,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,407.54
2018,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,406.99
2019,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,402.96
2020,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,404.57
2021,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,405.46
2022,Eguzki-energia termikoa,Watt per capita,,,Sondika,Sondika,406.72
2010,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,74.56
2011,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,74.0
2012,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,74.52
2013,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,74.98
2014,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,75.87
2015,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,75.65
2016,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,74.09
2017,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,72.83
2018,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,72.7
2019,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,71.84
2020,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,73.84
2021,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,74.33
2022,Eguzki-energia termikoa,Watt per capita,,,Zamudio,Zamudio,73.84
2010,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,79.3
2011,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,80.12
2012,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,79.55
2013,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,81.05
2014,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,146.63
2015,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,149.14
2016,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,265.15
2017,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,264.87
2018,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,267.47
2019,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,271.02
2020,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,266.3
2021,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,266.3
2022,Eguzki-energia termikoa,Watt per capita,,,Forua,Forua,263.73
2010,Eguzki-energia termikoa,Watt per capita,,,Kortezubi,Kortezubi,197.65
2011,Eguzki-energia termikoa,Watt per capita,,,Kortezubi,Kortezubi,200.48
2012,Eguzki-energia termikoa,Watt per capita,,,Kortezubi,Kortezubi,684.09
2013,Eguzki-energia termikoa,Watt per capita,,,Kortezubi,Kortezubi,660.09
2014,Eguzki-energia termikoa,Watt per capita,,,Kortezubi,Kortezubi,920.09
2015,Eguzki-energia termikoa,Watt per capita,,,Kortezubi,Kortezubi,957.73
2016,Eguzki-energia termikoa,Watt per capita,,,Kortezubi,Kortezubi,974.48
